"id","name","lon","lat","type"
8506013,"Aadorf",8.90329,47.48812,"Zug"
8573363,"Aadorf, Bahnhof",8.90273,47.48845,"Bus"
8576958,"Aadorf, Matthofstrasse",8.90461,47.48517,"Bus"
8506853,"Aadorf, Morgental",8.89618,47.49397,"Bus"
8573362,"Aadorf, Zentrum",8.89941,47.49107,"Bus"
8502113,"Aarau",8.05128,47.39135,"Zug"
8590257,"Aarau Rohr, Gemeindehaus",8.08493,47.40338,"Bus"
8590258,"Aarau Rohr, Quellhölzli",8.07507,47.40035,"Bus"
8590259,"Aarau Rohr, Rigistrasse",8.08059,47.40204,"Bus"
8590260,"Aarau Rohr, Salamatt",8.07214,47.39852,"Bus"
8590261,"Aarau Rohr, Unterdorf",8.08792,47.40444,"Bus"
8519685,"Aarau Torfeld",8.06265,47.39356,"Zug"
8594390,"Aarau, Aarenau",8.04914,47.40155,"Bus"
8572388,"Aarau, Aarepark",8.04133,47.39633,"Bus"
8588428,"Aarau, Achenbergstrasse",8.04608,47.39927,"Bus"
8590132,"Aarau, Allmendweg",8.03767,47.39195,"Bus"
8578645,"Aarau, Alte Badanstalt",8.03126,47.39541,"Bus"
8594929,"Aarau, Amtshaus",8.04651,47.39364,"Bus"
8502996,"Aarau, Bahnhof",8.05101,47.39186,"Bus"
8590133,"Aarau, Bavaria",8.06313,47.3903,"Bus"
8590134,"Aarau, Berufsschule",8.05504,47.39703,"Bus"
8510263,"Aarau, Binzenhof",8.05069,47.38314,"Bus"
8590135,"Aarau, Binzenhofstrasse",8.04783,47.38111,"Bus"
8590136,"Aarau, Buchenhof",8.05071,47.38754,"Bus"
8590137,"Aarau, Dammweg",8.03377,47.38591,"Bus"
8590138,"Aarau, Delfterstrasse",8.06228,47.39876,"Bus"
8590139,"Aarau, Dossenstrasse",8.04622,47.38283,"Bus"
8590140,"Aarau, Dufourstrasse",8.05251,47.38506,"Bus"
8590141,"Aarau, Friedhof",8.0468,47.38863,"Bus"
8590142,"Aarau, Gais",8.05782,47.39163,"Bus"
8590143,"Aarau, General Guisanstrasse",8.05543,47.3784,"Bus"
8590144,"Aarau, Hans Hässigstrasse",8.0506,47.38038,"Bus"
8590145,"Aarau, Heinerich-Wirri-Strasse",8.05391,47.38345,"Bus"
8590146,"Aarau, Herzogplatz",8.05559,47.38736,"Bus"
8511039,"Aarau, Hintere Bahnhofstrasse",8.05632,47.39126,"Bus"
8590147,"Aarau, Hirslanden Klinik",8.04188,47.39132,"Bus"
8578643,"Aarau, Holzmarkt",8.04553,47.39212,"Bus"
8590148,"Aarau, Ifang",8.03929,47.3881,"Bus"
8590154,"Aarau, Kantonsspital",8.06073,47.38739,"Bus"
8590150,"Aarau, Keba/Brügglifeld",8.05737,47.38152,"Bus"
8594930,"Aarau, Kettenbrücke",8.04251,47.39432,"Bus"
8578642,"Aarau, Kunsthaus",8.04624,47.39079,"Bus"
8590149,"Aarau, Käfergrund",8.05226,47.37939,"Bus"
8590160,"Aarau, Neue Kantonsschule",8.04335,47.3855,"Bus"
8590151,"Aarau, Neumattstrasse",8.0654,47.39972,"Bus"
8590152,"Aarau, Obere Vorstadt",8.04767,47.38932,"Bus"
8590153,"Aarau, Pestalozzistrasse",8.04231,47.38692,"Bus"
8578644,"Aarau, Rathaus",8.04302,47.39402,"Bus"
8589189,"Aarau, Roggenhausen",8.0368,47.38569,"Bus"
8589190,"Aarau, Schanz",8.04221,47.38899,"Bus"
8511040,"Aarau, Signalstrasse",8.04674,47.37935,"Bus"
8588427,"Aarau, Sonnmattweg",8.04314,47.39768,"Bus"
8590155,"Aarau, Tannerstrasse",8.04486,47.3843,"Bus"
8590156,"Aarau, Tellizentrum",8.05907,47.39777,"Bus"
8590157,"Aarau, Wallerplatz",8.04424,47.38213,"Bus"
8590158,"Aarau, Wasserfluhweg",8.04881,47.37887,"Bus"
8590159,"Aarau, Wöschnauring",8.03104,47.38521,"Bus"
8504404,"Aarberg",7.2787,47.04454,"Zug"
8571218,"Aarberg, Aarezelg",7.27199,47.04988,"Bus"
8571260,"Aarberg, Bernfeld",7.28453,47.04378,"Bus"
8580569,"Aarberg, Bielstr/Friedhof",7.26999,47.04439,"Bus"
8504704,"Aarberg, Bifang",7.28303,47.05095,"Bus"
8571229,"Aarberg, Murtenstrasse",7.27277,47.04307,"Bus"
8580425,"Aarberg, Nidaustrasse",7.27126,47.04687,"Bus"
8571220,"Aarberg, Post/Bahnhof",7.27805,47.04449,"Bus"
8577644,"Aarberg, Scheueracker",7.2665,47.04551,"Bus"
8580406,"Aarberg, Schwimmbad",7.27503,47.04084,"Bus"
8571253,"Aarberg, Spital",7.27972,47.04733,"Bus"
8582506,"Aarburg, Alter Friedhof",7.9006,47.3262,"Bus"
8572354,"Aarburg, Höhe",7.90433,47.32916,"Bus"
8582507,"Aarburg, Kloosmatte",7.90786,47.33682,"Bus"
8572353,"Aarburg, Längacker",7.90623,47.33309,"Bus"
8590161,"Aarburg, Stadtgarten",7.89942,47.32001,"Bus"
8572355,"Aarburg, Städtli",7.89899,47.32176,"Bus"
8502000,"Aarburg-Oftringen",7.90822,47.32026,"Zug"
8572683,"Aarburg-Oftringen, Bahnhof",7.90782,47.32015,"Bus"
8530801,"Aareschlucht Ost (Bahn)",8.2179,46.712,"Zug"
8530760,"Aareschlucht West",8.19858,46.72124,"Zug"
8571594,"Aareschlucht, Ost",8.21638,46.71208,"Bus"
8508153,"Aarwangen",7.76963,47.24087,"Zug"
8508154,"Aarwangen Schloss",7.76363,47.24518,"Zug"
8508193,"Aarwangen Vorstadt",7.77132,47.23749,"Zug"
8503124,"Aathal",8.76562,47.33595,"Zug"
8595395,"Aathal, Bahnhof",8.76647,47.3356,"Bus"
8510933,"Aathal, Zürichstrasse",8.76835,47.33593,"Bus"
8510913,"Abländschen, Chappelematte",7.29176,46.5767,"Bus"
8510912,"Abländschen, Hubel",7.28963,46.57283,"Bus"
8510911,"Abländschen, Jaungrund",7.28364,46.56199,"Bus"
8510910,"Abländschen, Mittelberg",7.25711,46.54689,"Bus"
8510914,"Abländschen, Zitbödeli",7.29257,46.57251,"Bus"
8587788,"Abtwil AG, Auwerstrasse",8.35464,47.17492,"Bus"
8593466,"Abtwil AG, Hofmatt",8.35579,47.17675,"Bus"
8587786,"Abtwil AG, Langegg",8.35828,47.18316,"Bus"
8577107,"Abtwil AG, Post",8.35531,47.17452,"Bus"
8588961,"Abtwil SG, Ausserdorf",9.31471,47.42039,"Bus"
8588889,"Abtwil SG, Dorf",9.31642,47.42152,"Bus"
8506645,"Abtwil SG, Dufourpark",9.3231,47.4254,"Bus"
8506649,"Abtwil SG, Farnen",9.32691,47.42387,"Bus"
8588965,"Abtwil SG, Friedhof",9.323,47.42204,"Bus"
8588966,"Abtwil SG, Gemeindehaus",9.31934,47.42204,"Bus"
8588964,"Abtwil SG, Grund",9.32768,47.42308,"Bus"
8588962,"Abtwil SG, Hüslenweg",9.32158,47.4238,"Bus"
8506643,"Abtwil SG, Sonnenberg",9.31909,47.42581,"Bus"
8589908,"Abtwil SG, St. Josefen",9.33139,47.4232,"Bus"
8581774,"Abtwil SG, Säntispark",9.31502,47.41749,"Bus"
8581777,"Abtwil SG, Wiesenbach/Cinedome",9.31235,47.41622,"Bus"
8581776,"Abtwil SG, Zentrumpark",9.31778,47.42283,"Bus"
8576314,"Achseten, Bettbach",7.59235,46.53102,"Bus"
8588422,"Achseten, Bönigen",7.59653,46.53562,"Bus"
8507999,"Achseten, Elsigbach/Luftseilb.",7.60639,46.5292,"Bus"
8576310,"Achseten, Hoher Steg",7.59215,46.528,"Bus"
8509345,"Achseten, Höchst/Skilift",7.60333,46.51714,"Bus"
8507850,"Achseten, Kirche",7.59243,46.52594,"Bus"
8594920,"Achseten, Marchbach",7.58797,46.51596,"Bus"
8576311,"Achseten, Schmitten",7.59874,46.53969,"Bus"
8576309,"Achseten, Tregel",7.58922,46.52053,"Bus"
8574781,"Acla da Fans",10.43591,46.95476,"Bus"
8505180,"Acla da Fontauna",8.84579,46.69717,"Zug"
8587606,"Acla da Fontauna, center sport",8.84459,46.69973,"Bus"
8570093,"Aclens, collège",6.51029,46.56724,"Bus"
8505251,"Acquacalda",8.83448,46.53763,"Bus"
8588134,"Acquarossa, Casa Anziani",8.93864,46.45087,"Bus"
8578830,"Acquarossa, Ospedale",8.94032,46.45113,"Bus"
8594264,"Acquarossa, Scuole",8.93566,46.45883,"Bus"
8505257,"Acquarossa-Comprovasco",8.93849,46.45515,"Bus"
8531081,"Adelboden (Tschentenbahn)",7.55754,46.493,"Kabinenbahn"
8531130,"Adelboden Aebi (Silleren)",7.51952,46.48427,"Sesselbahn"
8530860,"Adelboden Bergläger (Höchsth.)",7.5334,46.46826,"Sesselbahn"
8530310,"Adelboden Bergläger (Silleren)",7.5332,46.46878,"Kabinenbahn"
8531131,"Adelboden Bode (Chuenisbärgli)",7.55696,46.48191,"Sesselbahn"
8530308,"Adelboden Dorf (Silleren)",7.55664,46.49036,"Kabinenbahn"
8531129,"Adelboden Eselmoos (Silleren)",7.54684,46.48214,"Kabinenbahn"
8530314,"Adelboden Geils (Hahnenmoos)",7.51273,46.45695,"Kabinenbahn"
8530318,"Adelboden Geils (Laveygrat)",7.51361,46.45748,"Sesselbahn"
8530316,"Adelboden Geils (Luegli)",7.51361,46.45631,"Sesselbahn"
8530309,"Adelboden Oey (Sillerenbahn)",7.56042,46.48788,"Kabinenbahn"
8576322,"Adelboden, Altersheim",7.56641,46.49761,"Bus"
8507996,"Adelboden, Ausserschwand",7.57398,46.50508,"Bus"
8576331,"Adelboden, Bergläger",7.5332,46.46878,"Bus"
8507858,"Adelboden, Boden Wendeplatz",7.55859,46.48198,"Bus"
8588698,"Adelboden, Bollersgraben",7.55966,46.47786,"Bus"
8576328,"Adelboden, Brügge",7.56228,46.4763,"Bus"
8592308,"Adelboden, Chäli",7.56246,46.46087,"Bus"
8592309,"Adelboden, Dorf Sillerenbahn",7.55569,46.49025,"Bus"
8576325,"Adelboden, Dürrenegge",7.56398,46.48772,"Bus"
8576326,"Adelboden, Falkiport",7.56181,46.48442,"Bus"
8576332,"Adelboden, Geils",7.51342,46.45705,"Bus"
8592310,"Adelboden, Gilbach, des Alpes",7.53901,46.47945,"Bus"
8592311,"Adelboden, Gulli",7.5308,46.4888,"Bus"
8592312,"Adelboden, Heinrichseggen",7.55248,46.48743,"Bus"
8576308,"Adelboden, Hirschen",7.58235,46.50491,"Bus"
8507852,"Adelboden, Hirzboden",7.5847,46.51147,"Bus"
8594931,"Adelboden, Hotel Alpina",7.56643,46.48426,"Bus"
8576321,"Adelboden, Janz Team",7.56875,46.49967,"Bus"
8592313,"Adelboden, Jugendh. Heilsarmee",7.54017,46.4856,"Bus"
8576327,"Adelboden, Kreuzgasse",7.5614,46.48136,"Bus"
8576307,"Adelboden, Margeli",7.57157,46.49663,"Bus"
8576306,"Adelboden, Mineralquelle",7.56002,46.48874,"Bus"
8596104,"Adelboden, Mudi",7.5643,46.48229,"Bus"
8576305,"Adelboden, Mühleport",7.56194,46.49111,"Bus"
8507998,"Adelboden, Neuweg",7.57622,46.50114,"Bus"
8507853,"Adelboden, Oey",7.56589,46.49035,"Bus"
8507851,"Adelboden, Post",7.56029,46.49369,"Bus"
8576319,"Adelboden, Rainweg",7.5723,46.50338,"Bus"
8576329,"Adelboden, Raufmatte",7.56209,46.47039,"Bus"
8592314,"Adelboden, Schermtanne",7.52641,46.48935,"Bus"
8576324,"Adelboden, Schlegeli Crystal",7.56363,46.49503,"Bus"
8576323,"Adelboden, Schlegeli Hari",7.5654,46.49605,"Bus"
8592315,"Adelboden, Schreiner Bärtschi",7.53426,46.48737,"Bus"
8576320,"Adelboden, Schönbühl",7.57084,46.50159,"Bus"
8507857,"Adelboden, Unter dem Birg",7.56665,46.45927,"Bus"
8592316,"Adelboden, Unter der Fluh",7.54634,46.48451,"Bus"
8592317,"Adelboden, Wegscheide",7.5501,46.48631,"Bus"
8592318,"Adelboden, Zürcherhaus",7.53754,46.48689,"Bus"
8575988,"Adetswil, Frowiesstrasse",8.84411,47.3385,"Bus"
8503622,"Adetswil, Sunneberg",8.84185,47.33868,"Bus"
8573064,"Adligenswil, Blatte",8.36781,47.07036,"Bus"
8573066,"Adligenswil, Chliäbnet",8.38107,47.07343,"Bus"
8589650,"Adligenswil, Dorf",8.36385,47.07047,"Bus"
8589652,"Adligenswil, Luegisland",8.3563,47.06382,"Bus"
8589653,"Adligenswil, Rigiblick",8.36252,47.06573,"Bus"
8573065,"Adligenswil, Sagi",8.37829,47.07118,"Bus"
8573062,"Adligenswil, Stuben",8.35023,47.07264,"Bus"
8573063,"Adligenswil, Widspüel",8.35995,47.07354,"Bus"
8587717,"Adlikon b. Andelfingen",8.69255,47.58264,"Bus"
8576253,"Adlikon b. R., Dorf",8.46647,47.44816,"Bus"
8590462,"Adlikon b. R., Leematten",8.46706,47.45258,"Bus"
8590461,"Adlikon b. R., Pächterried",8.47004,47.4459,"Bus"
8576255,"Adlikon b. R., Sonnhalde",8.46221,47.452,"Bus"
8576256,"Adlikon b. R., Sonnhalde West",8.45892,47.4533,"Bus"
8576281,"Adlikon b. R., Ziegelhütte",8.46608,47.45263,"Bus"
8503096,"Adliswil",8.52426,47.31227,"Zug"
8503082,"Adliswil (Luftseilbahnstation)",8.52005,47.31317,"Kabinenbahn"
8590476,"Adliswil, Ahornweg",8.53439,47.31879,"Bus"
8590463,"Adliswil, Badstrasse",8.53381,47.31359,"Bus"
8590464,"Adliswil, Bahnhof",8.52431,47.31178,"Bus"
8590471,"Adliswil, Baldernstrasse",8.51559,47.32078,"Bus"
8590465,"Adliswil, Baumgartenweg",8.52562,47.3096,"Bus"
8590466,"Adliswil, Bodenacker",8.51774,47.3164,"Bus"
8590467,"Adliswil, Büchel",8.5221,47.3011,"Bus"
8506549,"Adliswil, Dietlimoos",8.53225,47.32247,"Bus"
8590469,"Adliswil, Feldblumenstrasse",8.51908,47.31462,"Bus"
8590470,"Adliswil, Friedhof",8.52963,47.30688,"Bus"
8595717,"Adliswil, Grundstrasse",8.53005,47.31295,"Bus"
8590472,"Adliswil, Grüt",8.52899,47.32244,"Bus"
8590473,"Adliswil, Hofackerstrasse",8.53577,47.31513,"Bus"
8590474,"Adliswil, Krone",8.52764,47.31308,"Bus"
8590475,"Adliswil, Landolt-Junker-Str.",8.52226,47.30334,"Bus"
8590477,"Adliswil, Moos",8.53115,47.32513,"Bus"
8590478,"Adliswil, Poststrasse",8.5252,47.3132,"Bus"
8590480,"Adliswil, Rifertstrasse",8.53183,47.30994,"Bus"
8590481,"Adliswil, Rütistrasse/Wacht",8.5322,47.30702,"Bus"
8590482,"Adliswil, Schulhaus Kopfholz",8.53445,47.30879,"Bus"
8506636,"Adliswil, Sunnau",8.52955,47.32606,"Bus"
8590484,"Adliswil, Tiefacker",8.53002,47.31656,"Bus"
8590485,"Adliswil, Tobelhof",8.52848,47.30919,"Bus"
8590486,"Adliswil, Wanneten-/Haldenstr.",8.52247,47.30591,"Bus"
8590479,"Adliswil, Zopf",8.51635,47.31916,"Bus"
8500955,"Aedermannsdorf, Dorfplatz",7.6104,47.30456,"Bus"
8557114,"Aedermannsdorf, Güggel",7.58498,47.32368,"Bus"
8572331,"Aedermannsdorf, Staatsstrasse",7.61462,47.29882,"Bus"
8508085,"Aefligen",7.55926,47.0956,"Zug"
8503656,"Aefligen, Bahnhof",7.55906,47.09551,"Bus"
8588528,"Aefligen, Gemeindehaus",7.55691,47.09387,"Bus"
8587638,"Aegerten, Jurastrasse",7.29186,47.12297,"Bus"
8587639,"Aegerten, Salismatte",7.2871,47.12198,"Bus"
8576422,"Aegerten, Stockfeld",7.29062,47.11965,"Bus"
8508449,"Aemsigen",8.27123,46.97052,"Zahnradbahn"
8573680,"Aesch (Neftenbach)",8.68091,47.54234,"Bus"
8500117,"Aesch BL",7.60308,47.46774,"Zug"
8578232,"Aesch BL, Alterszentrum",7.59659,47.46539,"Bus"
8588758,"Aesch BL, Arlesheimerstrasse",7.59497,47.47892,"Bus_Tram"
8582727,"Aesch BL, Bahnhof",7.60281,47.46766,"Bus"
8500255,"Aesch BL, Dorf",7.59692,47.46957,"Bus_Tram"
8578228,"Aesch BL, Gewerbestrasse",7.60441,47.48171,"Bus"
8588760,"Aesch BL, Herrenweg",7.59693,47.47375,"Bus_Tram"
8578233,"Aesch BL, Höhenweg",7.59491,47.46274,"Bus"
8582800,"Aesch BL, Neumatt",7.59382,47.47112,"Bus"
8578229,"Aesch BL, Schwimmbad",7.60314,47.47895,"Bus"
8582799,"Aesch BL, Schürhof",7.56233,47.47614,"Bus"
8578230,"Aesch BL, Schützenmattschule",7.60108,47.47322,"Bus"
8578227,"Aesch BL, Sonnenweg",7.6062,47.48581,"Bus"
8582801,"Aesch BL, Sportanl Löhrenacker",7.58541,47.47275,"Bus"
8530630,"Aesch LU (See)",8.22992,47.25841,"Schiff"
8577355,"Aesch LU, Berg",8.24433,47.26093,"Bus"
8577349,"Aesch LU, Kreuz",8.24088,47.25732,"Bus"
8577342,"Aesch LU, Vorderdorf",8.24159,47.25438,"Bus"
8502876,"Aesch ZH, Gemeindehaus",8.43871,47.3382,"Bus"
8583755,"Aesch ZH, Heligenmattstrasse",8.43633,47.33452,"Bus"
8590487,"Aesch bei Maur, Im Brünneli",8.65471,47.33028,"Bus"
8590488,"Aesch bei Maur, Zollingerheim",8.65635,47.32668,"Bus"
8508985,"Aeschau, Dorf",7.76199,46.9088,"Bus"
8588367,"Aeschau, Gärtnerei",7.76259,46.90528,"Bus"
8576708,"Aeschau, Horben Schmiede",7.76424,46.90256,"Bus"
8588368,"Aeschau, Horben Schulhaus",7.77319,46.89938,"Bus"
8588366,"Aeschau, Säge",7.75886,46.9116,"Bus"
8595921,"Aeschi SO, Bolkenstrasse",7.661,47.18133,"Bus"
8500476,"Aeschi SO, Dorf",7.66439,47.18052,"Bus"
8578121,"Aeschi SO, Kirche",7.6603,47.18127,"Bus"
8589951,"Aeschi SO, Ost",7.67319,47.18146,"Bus"
8583852,"Aeschi b. Spiez, Adelmatt",7.69447,46.65466,"Bus"
8576361,"Aeschi b. Spiez, Alleestrasse",7.70109,46.65945,"Bus"
8507875,"Aeschi b. Spiez, Friedegg",7.70276,46.65149,"Bus"
8576357,"Aeschi b. Spiez, Hasleren",7.68507,46.66482,"Bus"
8583853,"Aeschi b. Spiez, Hundbüel",7.69193,46.6505,"Bus"
8576358,"Aeschi b. Spiez, Lengmattli",7.69032,46.66303,"Bus"
8576360,"Aeschi b. Spiez, Längenboden",7.71309,46.65833,"Bus"
8576353,"Aeschi b. Spiez, Mustermattli",7.70043,46.65428,"Bus"
8576359,"Aeschi b. Spiez, Niederdorf",7.69368,46.66074,"Bus"
8507860,"Aeschi b. Spiez, Post",7.69621,46.65878,"Bus"
8507879,"Aeschi b. Spiez, Wachthubel",7.71108,46.65057,"Bus"
8576355,"Aeschiried, Chemihütte",7.72019,46.64829,"Bus"
8576354,"Aeschiried, Ebenen",7.71539,46.64984,"Bus"
8582876,"Aeschiried, Fuchsgraben",7.74674,46.62992,"Bus"
8576356,"Aeschiried, Kapelle",7.72125,46.64693,"Bus"
8507862,"Aeschiried, Schulhaus",7.72409,46.645,"Bus"
8582875,"Aeschiried, Staldeweid",7.7386,46.63423,"Bus"
8582880,"Aeschiried, Suld Pochtenfall",7.76445,46.62215,"Bus"
8582874,"Aeschiried, untere Allmi",7.73503,46.63703,"Bus"
8576621,"Aeschlen b. O., Abzw. Bleiken",7.63079,46.8341,"Bus"
8576613,"Aeschlen b. O., Bareichte",7.66686,46.8378,"Bus"
8576611,"Aeschlen b. O., Dorf",7.64191,46.83694,"Bus"
8576612,"Aeschlen b. O., Langenegg",7.65738,46.83804,"Bus"
8507886,"Aeschlen ob Gunten, Dorf",7.69827,46.71981,"Bus"
8576760,"Aeschlen ob Gunten, Erliboden",7.70534,46.7207,"Bus"
8576758,"Aeschlen ob Gunten, Mattikehr",7.6972,46.71772,"Bus"
8571496,"Aetigkofen, Dorf",7.4663,47.12569,"Bus"
8571518,"Aetingen, Fröscheren",7.49595,47.12344,"Bus"
8508714,"Aetingen, Post",7.50492,47.1319,"Bus"
8570464,"Aetingen, Schulhaus",7.50212,47.12948,"Bus"
8587714,"Aettenschwil, Oberdorf",8.37127,47.18297,"Bus"
8577108,"Aettenschwil, Post",8.37182,47.18432,"Bus"
8502771,"Aeugst a.A., Dorf",8.48535,47.26783,"Bus"
8583047,"Aeugst a.A., Grossacher",8.49121,47.2661,"Bus"
8573733,"Aeugst a.A., Höchweg",8.48065,47.27086,"Bus"
8503697,"Aeugstertal, Kloster",8.48686,47.2843,"Bus"
8573717,"Aeugstertal, Landhus",8.50065,47.2799,"Bus"
8573732,"Aeugstertal, Müliberg",8.47854,47.28123,"Bus"
8582736,"Aeusseres Emdthal",7.67933,46.65966,"Bus"
8506679,"Affeltrangen, Dorf",9.03168,47.52705,"Bus"
8573178,"Affoltern a.A., Bahnhof",8.4466,47.27581,"Bus"
8580268,"Affoltern a.A., Bezirksspital",8.45739,47.28119,"Bus"
8582723,"Affoltern a.A., Blitzgbach",8.45311,47.28552,"Bus"
8581015,"Affoltern a.A., Friedhof",8.4465,47.28266,"Bus"
8502953,"Affoltern a.A., Kronenplatz",8.45441,47.28122,"Bus"
8573734,"Affoltern a.A., Lilienberg",8.46595,47.27857,"Bus"
8557097,"Affoltern a.A., Lindenmoos",8.44412,47.2708,"Bus"
8583890,"Affoltern a.A., Moosbach",8.43986,47.27274,"Bus"
8502574,"Affoltern a.A., Stigeli",8.45911,47.27846,"Bus"
8582763,"Affoltern a.A., Weinberg",8.46131,47.27975,"Bus"
8502224,"Affoltern am Albis",8.4466,47.27607,"Zug"
8571535,"Affoltern i.E., Bannholz",7.72481,47.06594,"Bus"
8571536,"Affoltern i.E., Dorf",7.73143,47.06473,"Bus"
8508275,"Affoltern-Weier",7.74986,47.06191,"Zug"
8571537,"Affoltern-Weier, Bahnhof",7.7497,47.06235,"Bus"
8501990,"Agarn, Dorf",7.66352,46.29746,"Bus"
8575546,"Agarone, Bivio per Cugnasco",8.90996,46.17909,"Bus"
8575545,"Agarone, Chiossette",8.90257,46.17849,"Bus"
8505906,"Agarone, Colletto",8.91174,46.18071,"Bus"
8580028,"Agarone, Paese",8.90602,46.17845,"Bus"
8505903,"Agarone, Piandesso",8.89931,46.17853,"Bus"
8575548,"Agarone, Roccolo",8.9103,46.18048,"Bus"
8575547,"Agarone, Ronco Morasci",8.91256,46.17943,"Bus"
8505905,"Agarone, i Lög",8.9134,46.17986,"Bus"
8575930,"Agasul",8.7443,47.42517,"Bus"
8570235,"Agiez, L'Epine",6.50789,46.71583,"Bus"
8507650,"Agiez, Vers-le-Pont",6.51135,46.7192,"Bus"
8505395,"Agno",8.90093,45.99593,"Zug"
8594207,"Agno, Aeroporto",8.90722,46.0008,"Bus"
8575395,"Agno, Chiesa",8.89745,45.99819,"Bus"
8575394,"Agno, Posta/FLP",8.90124,45.99634,"Bus"
8586258,"Agno, Scuola Media",8.9081,46.00805,"Bus"
8583478,"Agra, Bivio",8.91495,45.96979,"Bus"
8505750,"Agra, Paese",8.91236,45.96747,"Bus"
8583479,"Agra, Roncone",8.91044,45.96357,"Bus"
8583480,"Agra, Rondelli",8.91413,45.96755,"Bus"
8570547,"Agriswil",7.19376,46.95318,"Bus"
8501400,"Aigle",6.96367,46.31686,"Zug"
8505195,"Aigle, Artisans",6.93936,46.31475,"Bus"
8505193,"Aigle, Biole",6.94523,46.30991,"Bus"
8593765,"Aigle, Champex",6.94348,46.31178,"Bus"
8504420,"Aigle, Charmettes",6.96387,46.31013,"Bus"
8581845,"Aigle, Collège Planchette",6.95665,46.31951,"Bus"
8593766,"Aigle, Dents-du-Midi",6.95889,46.31373,"Bus"
8504426,"Aigle, Essertons",6.95511,46.29986,"Bus"
8581048,"Aigle, Golf",6.94908,46.3154,"Bus"
8504407,"Aigle, Grand-Pré",6.93759,46.31683,"Bus"
8504418,"Aigle, La Chapelle",6.96735,46.31281,"Bus"
8581050,"Aigle, La Mêlée",6.93808,46.31818,"Bus"
8596090,"Aigle, Les Glariers",6.96771,46.32066,"Bus"
8504425,"Aigle, Les Iles",6.94869,46.29962,"Bus"
8504421,"Aigle, Levant",6.95966,46.31667,"Bus"
8504424,"Aigle, Marais",6.94192,46.30338,"Bus"
8593769,"Aigle, Novassales",6.96273,46.31457,"Bus"
8504422,"Aigle, Orlons",6.93803,46.3107,"Bus"
8581047,"Aigle, Pautex",6.95433,46.31692,"Bus"
8509014,"Aigle, Pré Neyroud",6.9448,46.30181,"Bus"
8593770,"Aigle, Pré d'Emoz/écoles",6.95647,46.32167,"Bus"
8593768,"Aigle, Vergers",6.9636,46.312,"Bus"
8593763,"Aigle, av. Margencel",6.96494,46.31817,"Bus"
8593764,"Aigle, ch. des Lieugex",6.96015,46.32019,"Bus"
8570600,"Aigle, gare",6.9646,46.31616,"Bus"
8505194,"Aigle, imagerie médicale",6.94409,46.30938,"Bus"
8504409,"Aigle, médiathèque",6.96482,46.31943,"Bus"
8504423,"Aigle, passerelle Illarsaz",6.93509,46.31272,"Bus"
8504408,"Aigle, piscine",6.96261,46.32185,"Bus"
8570601,"Aigle, place du Marché",6.97021,46.31738,"Bus"
8581046,"Aigle, rte d'Evian",6.95882,46.31821,"Bus"
8501468,"Aigle-Château",6.97891,46.31687,"Zug"
8501484,"Aigle-Dépôt",6.97536,46.31829,"Zug"
8530335,"Aigle-Hôpital",6.96604,46.31047,"Zug"
8517484,"Aigle-Parc Aventure",6.98621,46.3153,"Zug"
8501554,"Aigle-Place-du-Marché",6.97033,46.31724,"Zug"
8531366,"Aiguille des Champeys",6.84799,46.20468,"Sesselbahn"
8592619,"Aire-la-Ville, Pont-de-Peney",6.04357,46.19293,"Bus"
8592620,"Aire-la-Ville, Treulaz",6.04537,46.1859,"Bus"
8587028,"Aire-la-Ville, centre",6.04374,46.18982,"Bus"
8595556,"Aire-la-Ville, croisée",6.04589,46.18836,"Bus"
8505201,"Airolo",8.60862,46.52752,"Zug"
8530436,"Airolo (Pesciüm)",8.60227,46.52399,"Kabinenbahn"
8587462,"Airolo, Biv. per Madrano",8.62956,46.52441,"Bus"
8575696,"Airolo, Bivio per Nante",8.60503,46.52451,"Bus"
8581249,"Airolo, Buco dei Cavalli",8.61306,46.52851,"Bus"
8575697,"Airolo, Centro Sportivo",8.61873,46.52329,"Bus"
8575691,"Airolo, Cioss di fuori",8.58925,46.5238,"Bus"
8575690,"Airolo, Funivia",8.60078,46.52485,"Bus"
8573143,"Airolo, Galleria Banchi",8.5685,46.53629,"Bus"
8573144,"Airolo, Pian Secco Belvédère",8.57462,46.53542,"Bus"
8575689,"Airolo, Stazione",8.6082,46.52767,"Bus"
8531480,"Airside Center",8.56028,47.45252,"Standseilbahn"
8575530,"Alabardia",8.81517,46.13792,"Bus"
8500366,"Albanas",9.94636,46.61554,"Sesselbahn"
8518814,"Albbruck",8.1313,47.59226,"Zug"
8572804,"Alberswil, Burgrain",8.00448,47.14172,"Bus"
8508651,"Alberswil, Dorf",8.00203,47.15027,"Bus"
8572807,"Alberswil, Unterdorf",8.00105,47.15579,"Bus"
8504072,"Albeuve",7.05542,46.51793,"Zug"
8508277,"Albeuve, gare",7.0559,46.51852,"Bus"
8530597,"Albigna",9.64548,46.33789,"Kabinenbahn"
8588297,"Albinen, Dorben",7.6262,46.35091,"Bus"
8501652,"Albinen, Dorf",7.63511,46.34018,"Bus"
8579540,"Albinen, Rhodania",7.63619,46.33712,"Bus"
8579548,"Albinen, Schreinerei",7.63304,46.34231,"Bus"
8588296,"Albinen, Schwelli",7.6327,46.34349,"Bus"
